incident_id,created_at,resolved_at,status,severity,category,service,assigned_team,region,business_unit,root_cause,alerts_count,backlog_at_creation,repeat_incident,affected_users,assignment_delay_hours,num_comments,sla_hours,current_age_hours,resolution_hours,breached_sla,created_hour,is_weekend,month,summary
INC000001,2025-02-09 02:12:21,2025-02-11 12:17:56.468097246,Closed,P4,Cloud,Kubernetes,Platform Engineering,North America,Support,Node pressure,3,19,0,12,6.17,3,72,58.09,58.09,0,2,1,2025-02,Cloud issue affecting Kubernetes in North America; priority P4; root cause: Node pressure; team Platform Engineering
INC001426,2025-11-25 03:57:19,2025-11-25 09:59:07.866533497,Closed,P2,Database,MySQL,SRE,North America,Operations,Replication lag,2,17,0,24,0.35,8,8,6.03,6.03,0,3,0,2025-11,Database issue affecting MySQL in North America; priority P2; root cause: Replication lag; team SRE
INC001427,2025-04-04 17:48:24,2025-04-04 21:58:51.495095403,Closed,P1,Cloud,VMware,SRE,APAC,Engineering,Storage latency,7,30,0,58,0.45,11,4,4.17,4.17,1,17,0,2025-04,Cloud issue affecting VMware in APAC; priority P1; root cause: Storage latency; team SRE
INC001428,2025-06-11 22:21:30,2025-06-12 18:47:58.061457226,Closed,P3,Cloud,Kubernetes,Platform Engineering,North America,Engineering,Node pressure,0,15,0,7,1.5,9,24,20.44,20.44,0,22,0,2025-06,Cloud issue affecting Kubernetes in North America; priority P3; root cause: Node pressure; team Platform Engineering
INC001429,2025-03-18 00:10:12,2025-03-18 07:25:48.644421435,Closed,P2,Network,Firewall,NOC,North America,Sales,Routing drift,1,27,1,27,0.59,3,8,7.26,7.26,0,0,0,2025-03,Network issue affecting Firewall in North America; priority P2; root cause: Routing drift; team NOC
INC001430,2025-07-20 01:21:36,,Open,P3,Security,SIEM,IAM Operations,North America,Sales,Policy misconfiguration,1,26,0,11,2.11,5,24,5710.64,,1,1,1,2025-07,Security issue affecting SIEM in North America; priority P3; root cause: Policy misconfiguration; team IAM Operations
INC001431,2025-05-08 14:37:15,2025-05-09 00:50:17.176751500,Closed,P2,Application,CRM,App Support,North America,Sales,API timeout,5,40,0,92,0.66,10,8,10.22,10.22,1,14,0,2025-05,Application issue affecting CRM in North America; priority P2; root cause: API timeout; team App Support
INC001432,2025-08-23 01:44:46,2025-08-24 06:49:58.988085518,Closed,P3,Network,Firewall,NetOps,Europe,HR,Link instability,2,20,1,24,3.51,3,24,29.09,29.09,1,1,1,2025-08,Network issue affecting Firewall in Europe; priority P3; root cause: Link instability; team NetOps
INC001433,2025-10-16 02:34:31,2025-10-16 10:29:37.432699725,Closed,P2,Security,Vulnerability Mgmt,SecOps,LATAM,Operations,Endpoint isolation event,5,33,0,24,0.66,6,8,7.92,7.92,0,2,0,2025-10,Security issue affecting Vulnerability Mgmt in LATAM; priority P2; root cause: Endpoint isolation event; team SecOps
INC001434,2025-10-09 21:36:36,2025-10-11 21:12:10.764240993,Closed,P4,Security,Vulnerability Mgmt,IAM Operations,North America,Operations,Expired certificate,1,4,0,7,3.24,2,72,47.59,47.59,0,21,0,2025-10,Security issue affecting Vulnerability Mgmt in North America; priority P4; root cause: Expired certificate; team IAM Operations
INC001435,2025-08-30 07:47:47,2025-08-31 06:55:16.841367419,Closed,P3,Network,VPN,NOC,APAC,Sales,Routing drift,2,34,0,29,1.36,6,24,23.12,23.12,0,7,1,2025-08,Network issue affecting VPN in APAC; priority P3; root cause: Routing drift; team NOC
INC001436,2025-12-29 06:33:51,2025-12-30 03:44:43.548482350,Closed,P3,Network,VPN,NOC,Europe,HR,Link instability,3,22,0,17,1.5,3,24,21.18,21.18,0,6,0,2025-12,Network issue affecting VPN in Europe; priority P3; root cause: Link instability; team NOC
INC001437,2025-08-19 07:31:10,,Open,P3,Cloud,AWS,SRE,Europe,HR,Autoscaling lag,1,33,0,10,1.68,5,24,4984.48,,1,7,0,2025-08,Cloud issue affecting AWS in Europe; priority P3; root cause: Autoscaling lag; team SRE
INC001438,2025-09-30 10:03:13,2025-10-01 04:53:26.859363697,Closed,P3,Application,CRM,ERP Support,North America,HR,API timeout,0,28,1,11,2.34,5,24,18.84,18.84,0,10,0,2025-09,Application issue affecting CRM in North America; priority P3; root cause: API timeout; team ERP Support
INC001439,2025-08-03 05:49:03,2025-08-03 13:00:17.880456521,Closed,P2,Network,Firewall,Infra Operations,North America,Operations,Routing drift,9,21,1,29,0.91,8,8,7.19,7.19,0,5,1,2025-08,Network issue affecting Firewall in North America; priority P2; root cause: Routing drift; team Infra Operations
INC001440,2025-08-17 12:22:13,2025-08-20 01:11:48.691353378,Closed,P4,Security,IAM,SecOps,APAC,Support,Endpoint isolation event,1,22,0,9,3.64,3,72,60.83,60.83,0,12,1,2025-08,Security issue affecting IAM in APAC; priority P4; root cause: Endpoint isolation event; team SecOps
INC001441,2025-12-15 07:19:25,2025-12-16 03:27:13.734032183,Closed,P3,Cloud,AWS,Platform Engineering,APAC,Operations,Misconfigured deployment,2,14,0,8,1.53,7,24,20.13,20.13,0,7,0,2025-12,Cloud issue affecting AWS in APAC; priority P3; root cause: Misconfigured deployment; team Platform Engineering
INC001442,2025-08-05 23:40:52,2025-08-09 02:18:51.970951780,Closed,P4,Access,SSO,IAM Operations,North America,Finance,SSO token issue,3,0,0,18,5.37,5,72,74.63,74.63,1,23,0,2025-08,Access issue affecting SSO in North America; priority P4; root cause: SSO token issue; team IAM Operations
INC001443,2025-12-26 03:01:11,2025-12-27 02:05:38.340987051,Closed,P3,Application,ERP,Middleware Ops,Europe,HR,Dependency failure,0,16,0,14,1.21,6,24,23.07,23.07,0,3,0,2025-12,Application issue affecting ERP in Europe; priority P3; root cause: Dependency failure; team Middleware Ops
INC001444,2025-05-12 16:28:53,2025-05-13 09:26:09.373123343,Closed,P3,Cloud,Azure,Platform Engineering,North America,HR,Autoscaling lag,0,35,0,31,1.69,12,24,16.95,16.95,0,16,0,2025-05,Cloud issue affecting Azure in North America; priority P3; root cause: Autoscaling lag; team Platform Engineering
INC001445,2026-02-23 12:32:18,2026-02-24 10:52:51.639877030,Closed,P3,Cloud,Azure,SRE,North America,Finance,Storage latency,1,19,0,21,2.43,5,24,22.34,22.34,0,12,0,2026-02,Cloud issue affecting Azure in North America; priority P3; root cause: Storage latency; team SRE
INC001446,2025-08-20 02:47:35,2025-08-21 05:14:08.946462270,Closed,P3,Network,VPN,NetOps,North America,Sales,Link instability,1,39,1,14,3.11,4,24,26.44,26.44,1,2,0,2025-08,Network issue affecting VPN in North America; priority P3; root cause: Link instability; team NetOps
INC001447,2025-11-07 21:23:13,2025-11-08 06:29:43.922239990,Closed,P2,Cloud,Kubernetes,Platform Engineering,Europe,Finance,Autoscaling lag,9,31,0,38,0.68,6,8,9.11,9.11,1,21,0,2025-11,Cloud issue affecting Kubernetes in Europe; priority P2; root cause: Autoscaling lag; team Platform Engineering
INC001448,2025-01-16 18:36:25,2025-01-17 15:16:46.233649681,Closed,P3,Cloud,VMware,SRE,North America,Operations,Storage latency,5,33,0,22,0.9,7,24,20.67,20.67,0,18,0,2025-01,Cloud issue affecting VMware in North America; priority P3; root cause: Storage latency; team SRE
INC001449,2025-02-01 04:16:58,2025-02-01 21:09:59.773686213,Closed,P3,Network,VPN,Infra Operations,Europe,Engineering,Link instability,5,37,0,15,2.64,5,24,16.88,16.88,0,4,1,2025-02,Network issue affecting VPN in Europe; priority P3; root cause: Link instability; team Infra Operations
INC001450,2025-06-26 06:09:57,2025-06-29 07:37:34.722659899,Closed,P4,Cloud,Azure,CloudOps,Europe,Sales,Misconfigured deployment,1,28,0,7,6.06,1,72,73.46,73.46,1,6,0,2025-06,Cloud issue affecting Azure in Europe; priority P4; root cause: Misconfigured deployment; team CloudOps
INC001451,2025-12-05 03:41:31,2025-12-05 20:33:51.159128877,Closed,P3,Application,Middleware,App Support,APAC,Sales,Dependency failure,3,16,0,28,0.41,7,24,16.87,16.87,0,3,0,2025-12,Application issue affecting Middleware in APAC; priority P3; root cause: Dependency failure; team App Support
INC001452,2025-07-07 07:19:49,2025-07-08 03:32:47.116653556,Closed,P3,Application,Middleware,App Support,North America,Support,Dependency failure,0,32,0,17,2.34,4,24,20.22,20.22,0,7,0,2025-07,Application issue affecting Middleware in North America; priority P3; root cause: Dependency failure; team App Support
INC001453,2025-02-11 00:31:42,2025-02-12 01:17:50.266124334,Closed,P3,Cloud,AWS,CloudOps,LATAM,Operations,Storage latency,1,29,1,8,0.75,4,24,24.77,24.77,1,0,0,2025-02,Cloud issue affecting AWS in LATAM; priority P3; root cause: Storage latency; team CloudOps
INC001454,2025-03-29 17:08:41,2025-03-29 23:34:59.356285522,Closed,P2,Network,VPN,NOC,North America,HR,Capacity saturation,3,30,0,33,0.39,5,8,6.44,6.44,0,17,1,2025-03,Network issue affecting VPN in North America; priority P2; root cause: Capacity saturation; team NOC
INC001455,2025-12-29 21:23:28,2025-12-30 19:33:39.363214338,Closed,P3,Database,MongoDB,Platform Engineering,APAC,Engineering,Connection pool exhaustion,1,35,0,9,0.71,3,24,22.17,22.17,0,21,0,2025-12,Database issue affecting MongoDB in APAC; priority P3; root cause: Connection pool exhaustion; team Platform Engineering
INC001456,2025-04-13 23:45:18,,Open,P4,Application,CRM,ERP Support,Europe,Operations,Cache inconsistency,0,23,0,9,4.16,1,72,8040.24,,1,23,1,2025-04,Application issue affecting CRM in Europe; priority P4; root cause: Cache inconsistency; team ERP Support
INC001457,2025-01-02 16:42:09,2025-01-02 23:52:04.962064303,Closed,P2,Network,VPN,NOC,North America,Finance,Firewall rule error,4,26,1,44,0.0,8,8,7.17,7.17,0,16,0,2025-01,Network issue affecting VPN in North America; priority P2; root cause: Firewall rule error; team NOC
INC001458,2025-08-18 06:05:00,2025-08-18 13:04:50.189559005,Closed,P2,Security,IAM,SOC,Europe,Engineering,Endpoint isolation event,3,14,0,18,0.5,11,8,7.0,7.0,0,6,0,2025-08,Security issue affecting IAM in Europe; priority P2; root cause: Endpoint isolation event; team SOC
INC001459,2026-03-13 10:04:54,2026-03-14 03:00:50.275242702,Closed,P3,Cloud,VMware,SRE,North America,Support,Misconfigured deployment,2,13,0,33,1.7,8,24,16.93,16.93,0,10,0,2026-03,Cloud issue affecting VMware in North America; priority P3; root cause: Misconfigured deployment; team SRE
INC001460,2025-08-28 17:29:30,2025-08-31 04:50:56.278355097,Closed,P4,Application,CRM,Middleware Ops,North America,Finance,API timeout,0,26,0,13,5.17,3,72,59.36,59.36,0,17,0,2025-08,Application issue affecting CRM in North America; priority P4; root cause: API timeout; team Middleware Ops
INC001461,2025-06-19 09:53:29,2025-06-20 07:54:59.988328967,Closed,P3,Cloud,Azure,CloudOps,Europe,Finance,Node pressure,2,18,0,54,1.26,5,24,22.03,22.03,0,9,0,2025-06,Cloud issue affecting Azure in Europe; priority P3; root cause: Node pressure; team CloudOps
INC001462,2025-12-03 09:48:50,2025-12-04 07:31:56.839162907,Closed,P3,Database,Oracle,DBA,APAC,Engineering,Slow queries,1,20,0,55,2.09,4,24,21.72,21.72,0,9,0,2025-12,Database issue affecting Oracle in APAC; priority P3; root cause: Slow queries; team DBA
INC001463,2025-04-25 00:23:13,2025-04-25 09:56:14.086970947,Closed,P2,Network,LAN,NOC,North America,HR,Capacity saturation,7,29,1,44,0.26,11,8,9.55,9.55,1,0,0,2025-04,Network issue affecting LAN in North America; priority P2; root cause: Capacity saturation; team NOC
INC001464,2025-06-23 22:20:39,2025-06-24 22:24:15.351453102,Closed,P3,Application,Middleware,ERP Support,North America,HR,API timeout,0,32,1,8,1.06,1,24,24.06,24.06,1,22,0,2025-06,Application issue affecting Middleware in North America; priority P3; root cause: API timeout; team ERP Support
INC001465,2025-11-22 09:12:49,2025-11-22 18:16:41.896572640,Closed,P2,Application,CRM,App Support,APAC,Operations,Cache inconsistency,3,46,1,20,1.03,14,8,9.06,9.06,1,9,1,2025-11,Application issue affecting CRM in APAC; priority P2; root cause: Cache inconsistency; team App Support
INC001466,2025-02-12 17:33:47,2025-02-13 00:52:07.097348696,Closed,P2,Database,PostgreSQL,DBA,Europe,Operations,Connection pool exhaustion,4,15,0,47,0.82,10,8,7.31,7.31,0,17,0,2025-02,Database issue affecting PostgreSQL in Europe; priority P2; root cause: Connection pool exhaustion; team DBA
INC001467,2025-02-26 21:46:20,2025-02-27 17:08:41.303118186,Closed,P3,Security,Vulnerability Mgmt,SOC,North America,Finance,Suspicious login pattern,3,15,1,30,2.68,5,24,19.37,19.37,0,21,0,2025-02,Security issue affecting Vulnerability Mgmt in North America; priority P3; root cause: Suspicious login pattern; team SOC
INC001468,2025-01-08 10:13:06,2025-01-11 17:07:43.366532154,Closed,P4,Application,ERP,Middleware Ops,LATAM,HR,Dependency failure,0,38,0,11,5.01,5,72,78.91,78.91,1,10,0,2025-01,Application issue affecting ERP in LATAM; priority P4; root cause: Dependency failure; team Middleware Ops
INC001469,2025-12-21 20:08:35,2025-12-25 08:18:56.414567242,Closed,P4,Application,Billing,ERP Support,North America,Operations,Dependency failure,1,26,1,31,3.77,2,72,84.17,84.17,1,20,1,2025-12,Application issue affecting Billing in North America; priority P4; root cause: Dependency failure; team ERP Support
INC001470,2025-10-24 07:33:44,2025-10-26 11:51:14.933049899,Closed,P4,Cloud,Kubernetes,SRE,Europe,HR,Misconfigured deployment,1,25,0,4,7.05,6,72,52.29,52.29,0,7,0,2025-10,Cloud issue affecting Kubernetes in Europe; priority P4; root cause: Misconfigured deployment; team SRE
INC001471,2025-03-08 09:55:18,2025-03-08 15:37:36.237597638,Closed,P2,Network,SD-WAN,NOC,North America,Engineering,Firewall rule error,6,18,0,37,0.28,3,8,5.71,5.71,0,9,1,2025-03,Network issue affecting SD-WAN in North America; priority P2; root cause: Firewall rule error; team NOC
INC001472,2025-04-14 05:48:19,,Open,P3,Database,Oracle,Platform Engineering,LATAM,Finance,Slow queries,0,23,0,20,0.37,5,24,8034.19,,1,5,0,2025-04,Database issue affecting Oracle in LATAM; priority P3; root cause: Slow queries; team Platform Engineering
INC001473,2025-10-09 20:52:58,2025-10-10 16:08:17.874428138,Closed,P3,Access,Email Access,IAM Operations,APAC,Support,Mailbox sync error,2,5,0,20,1.45,6,24,19.26,19.26,0,20,0,2025-10,Access issue affecting Email Access in APAC; priority P3; root cause: Mailbox sync error; team IAM Operations
INC001474,2025-12-04 11:09:32,2025-12-06 23:05:16.331785557,Closed,P4,Cloud,Azure,SRE,APAC,Finance,Storage latency,2,26,0,11,7.77,2,72,59.93,59.93,0,11,0,2025-12,Cloud issue affecting Azure in APAC; priority P4; root cause: Storage latency; team SRE
INC001475,2025-06-03 10:37:45,2025-06-06 04:46:24.734181848,Closed,P4,Application,Middleware,ERP Support,APAC,HR,Cache inconsistency,2,25,0,9,4.93,0,72,66.14,66.14,0,10,0,2025-06,Application issue affecting Middleware in APAC; priority P4; root cause: Cache inconsistency; team ERP Support
INC001476,2025-11-09 05:48:07,2025-11-11 16:40:09.094792618,Closed,P4,Network,Firewall,NetOps,APAC,Sales,Routing drift,1,32,0,7,6.77,3,72,58.87,58.87,0,5,1,2025-11,Network issue affecting Firewall in APAC; priority P4; root cause: Routing drift; team NetOps
INC001477,2025-05-04 09:05:51,2025-05-05 02:40:29.130529761,Closed,P3,Application,ERP,App Support,APAC,Support,Release defect,1,22,0,39,0.86,4,24,17.58,17.58,0,9,1,2025-05,Application issue affecting ERP in APAC; priority P3; root cause: Release defect; team App Support
INC001478,2025-02-16 01:23:14,2025-02-16 23:15:49.735471505,Closed,P3,Network,LAN,NetOps,North America,Operations,Link instability,3,32,0,11,2.66,2,24,21.88,21.88,0,1,1,2025-02,Network issue affecting LAN in North America; priority P3; root cause: Link instability; team NetOps
INC001479,2025-06-21 16:09:08,2025-06-23 22:13:29.654168404,Closed,P4,Database,PostgreSQL,SRE,North America,Sales,Replication lag,1,19,0,7,8.25,1,72,54.07,54.07,0,16,1,2025-06,Database issue affecting PostgreSQL in North America; priority P4; root cause: Replication lag; team SRE
INC001480,2025-02-03 05:02:02,,Open,P4,Application,CRM,ERP Support,Europe,Finance,API timeout,1,32,0,8,0.81,2,72,9714.97,,1,5,0,2025-02,Application issue affecting CRM in Europe; priority P4; root cause: API timeout; team ERP Support
INC001481,2025-10-11 14:02:43,,Open,P3,Database,MySQL,SRE,Europe,HR,Replication lag,1,17,0,20,1.55,5,24,3705.95,,1,14,1,2025-10,Database issue affecting MySQL in Europe; priority P3; root cause: Replication lag; team SRE
INC001482,2025-07-13 22:50:09,2025-07-14 21:04:28.685989823,Closed,P3,Application,ERP,App Support,North America,Engineering,Release defect,3,19,0,38,3.94,5,24,22.24,22.24,0,22,1,2025-07,Application issue affecting ERP in North America; priority P3; root cause: Release defect; team App Support
INC001483,2025-06-05 08:46:20,2025-06-07 18:46:00.411212991,Closed,P4,Security,SIEM,SOC,LATAM,Operations,Policy misconfiguration,1,20,0,13,7.1,1,72,57.99,57.99,0,8,0,2025-06,Security issue affecting SIEM in LATAM; priority P4; root cause: Policy misconfiguration; team SOC
INC001484,2025-01-09 23:09:01,2025-01-10 04:50:09.238057710,Closed,P1,Cloud,Azure,CloudOps,North America,Finance,Storage latency,11,25,0,54,0.01,12,4,5.69,5.69,1,23,0,2025-01,Cloud issue affecting Azure in North America; priority P1; root cause: Storage latency; team CloudOps
INC001485,2025-05-19 22:48:59,2025-05-20 16:55:05.677799637,Closed,P3,Access,VPN Access,IAM Operations,North America,HR,Mailbox sync error,3,21,0,20,1.34,12,24,18.1,18.1,0,22,0,2025-05,Access issue affecting VPN Access in North America; priority P3; root cause: Mailbox sync error; team IAM Operations
INC001486,2025-06-26 03:08:52,2025-06-27 08:54:32.483800828,Closed,P3,Application,ERP,Middleware Ops,North America,Finance,API timeout,4,14,0,27,2.23,5,24,29.76,29.76,1,3,0,2025-06,Application issue affecting ERP in North America; priority P3; root cause: API timeout; team Middleware Ops
INC001487,2025-01-14 22:41:55,2025-01-15 17:54:29.204264231,Closed,P3,Network,VPN,NOC,North America,Operations,Capacity saturation,1,24,1,15,1.69,5,24,19.21,19.21,0,22,0,2025-01,Network issue affecting VPN in North America; priority P3; root cause: Capacity saturation; team NOC
INC001488,2025-02-21 19:01:39,2025-02-22 16:26:42.521645525,Closed,P3,Application,ERP,Middleware Ops,North America,Operations,Cache inconsistency,1,38,0,16,0.0,5,24,21.42,21.42,0,19,0,2025-02,Application issue affecting ERP in North America; priority P3; root cause: Cache inconsistency; team Middleware Ops
INC001489,2026-03-04 12:15:25,2026-03-05 00:22:34.304543439,Closed,P3,Network,Firewall,NetOps,North America,Operations,Link instability,1,37,0,23,1.1,7,24,12.12,12.12,0,12,0,2026-03,Network issue affecting Firewall in North America; priority P3; root cause: Link instability; team NetOps
INC001490,2025-11-20 13:28:59,2025-11-20 21:02:46.546388592,Closed,P2,Application,CRM,Middleware Ops,APAC,Finance,Cache inconsistency,4,23,0,47,0.39,8,8,7.56,7.56,0,13,0,2025-11,Application issue affecting CRM in APAC; priority P2; root cause: Cache inconsistency; team Middleware Ops
INC001491,2025-07-08 01:00:42,,Open,P2,Network,VPN,NetOps,Europe,HR,Capacity saturation,2,25,0,59,0.84,9,8,5998.99,,1,1,0,2025-07,Network issue affecting VPN in Europe; priority P2; root cause: Capacity saturation; team NetOps
INC001492,2025-12-08 10:35:57,2025-12-09 03:55:49.095053888,Closed,P3,Access,Privileged Access,IAM Operations,Europe,Operations,Permission mismatch,1,19,0,39,3.2,5,24,17.33,17.33,0,10,0,2025-12,Access issue affecting Privileged Access in Europe; priority P3; root cause: Permission mismatch; team IAM Operations
INC001493,2025-03-20 22:58:05,2025-03-21 21:52:20.558106677,Closed,P3,Network,LAN,NOC,LATAM,Operations,Capacity saturation,2,17,0,12,0.89,7,24,22.9,22.9,0,22,0,2025-03,Network issue affecting LAN in LATAM; priority P3; root cause: Capacity saturation; team NOC
INC001494,2026-02-20 04:22:38,,Open,P4,Cloud,Azure,SRE,Europe,HR,Storage latency,4,40,0,7,10.11,2,72,547.62,,1,4,0,2026-02,Cloud issue affecting Azure in Europe; priority P4; root cause: Storage latency; team SRE
INC001495,2025-06-30 23:46:31,2025-07-01 02:34:55.418934827,Closed,P1,Application,Billing,ERP Support,APAC,Finance,Dependency failure,2,28,0,77,0.03,16,4,2.81,2.81,0,23,0,2025-06,Application issue affecting Billing in APAC; priority P1; root cause: Dependency failure; team ERP Support
INC001496,2025-08-03 21:11:14,2025-08-06 07:06:18.224345484,Closed,P4,Network,Firewall,Infra Operations,LATAM,Support,Link instability,0,28,0,8,5.63,4,72,57.92,57.92,0,21,1,2025-08,Network issue affecting Firewall in LATAM; priority P4; root cause: Link instability; team Infra Operations
INC001497,2025-02-15 10:15:07,2025-02-16 07:24:42.783826748,Closed,P3,Database,MySQL,SRE,APAC,Sales,Slow queries,1,33,1,4,1.79,4,24,21.16,21.16,0,10,1,2025-02,Database issue affecting MySQL in APAC; priority P3; root cause: Slow queries; team SRE
INC001498,2025-12-04 02:16:16,2025-12-05 09:41:08.603215461,Closed,P3,Security,Endpoint,SOC,North America,Support,Policy misconfiguration,4,42,0,35,1.68,5,24,31.41,31.41,1,2,0,2025-12,Security issue affecting Endpoint in North America; priority P3; root cause: Policy misconfiguration; team SOC
INC001499,2025-12-24 22:19:26,2025-12-25 17:16:23.681783544,Closed,P3,Network,SD-WAN,NOC,APAC,Sales,Firewall rule error,1,9,0,22,1.02,3,24,18.95,18.95,0,22,0,2025-12,Network issue affecting SD-WAN in APAC; priority P3; root cause: Firewall rule error; team NOC
INC001500,2025-10-03 12:36:13,,Open,P1,Security,SIEM,IAM Operations,Europe,Finance,Expired certificate,4,17,0,90,0.0,10,4,3899.4,,1,12,0,2025-10,Security issue affecting SIEM in Europe; priority P1; root cause: Expired certificate; team IAM Operations
INC001501,2025-06-01 00:26:25,2025-06-01 20:56:28.574251806,Closed,P3,Application,Billing,App Support,Europe,Engineering,API timeout,1,30,0,16,0.69,4,24,20.5,20.5,0,0,1,2025-06,Application issue affecting Billing in Europe; priority P3; root cause: API timeout; team App Support
INC001502,2025-01-09 21:20:36,2025-01-10 20:02:37.274575796,Closed,P3,Application,ERP,Middleware Ops,APAC,HR,Cache inconsistency,0,24,0,25,0.02,6,24,22.7,22.7,0,21,0,2025-01,Application issue affecting ERP in APAC; priority P3; root cause: Cache inconsistency; team Middleware Ops
INC001503,2025-12-27 00:34:18,,Open,P2,Application,Billing,Middleware Ops,APAC,HR,Cache inconsistency,3,36,0,29,0.89,7,8,1871.43,,1,0,1,2025-12,Application issue affecting Billing in APAC; priority P2; root cause: Cache inconsistency; team Middleware Ops
INC001504,2025-11-25 09:11:31,,Open,P4,Database,Oracle,SRE,APAC,Engineering,Connection pool exhaustion,0,24,1,4,6.24,3,72,2630.81,,1,9,0,2025-11,Database issue affecting Oracle in APAC; priority P4; root cause: Connection pool exhaustion; team SRE
INC001505,2025-02-11 14:06:34,,Open,P3,Network,SD-WAN,NOC,LATAM,Support,Routing drift,0,25,0,41,1.69,4,24,9513.89,,1,14,0,2025-02,Network issue affecting SD-WAN in LATAM; priority P3; root cause: Routing drift; team NOC
INC001506,2026-03-04 03:05:15,2026-03-05 00:21:02.145916644,Closed,P3,Application,CRM,ERP Support,North America,Support,API timeout,2,29,1,5,2.42,3,24,21.26,21.26,0,3,0,2026-03,Application issue affecting CRM in North America; priority P3; root cause: API timeout; team ERP Support
INC001507,2025-01-20 23:24:28,2025-01-21 08:03:55.414309006,Closed,P2,Cloud,VMware,SRE,Europe,Support,Misconfigured deployment,4,23,0,24,0.69,7,8,8.66,8.66,1,23,0,2025-01,Cloud issue affecting VMware in Europe; priority P2; root cause: Misconfigured deployment; team SRE
INC001508,2025-02-15 05:05:56,,Open,P3,Access,Privileged Access,IAM Operations,APAC,Sales,Permission mismatch,3,38,0,8,3.07,4,24,9426.9,,1,5,1,2025-02,Access issue affecting Privileged Access in APAC; priority P3; root cause: Permission mismatch; team IAM Operations
INC001509,2025-12-12 02:54:58,2025-12-12 13:03:34.011357758,Closed,P2,Cloud,Azure,Platform Engineering,North America,Sales,Storage latency,5,18,0,53,0.94,7,8,10.14,10.14,1,2,0,2025-12,Cloud issue affecting Azure in North America; priority P2; root cause: Storage latency; team Platform Engineering
INC001510,2025-03-08 23:15:52,2025-03-11 18:44:36.479569313,Closed,P4,Cloud,AWS,CloudOps,North America,Support,Node pressure,1,26,0,8,5.85,2,72,67.48,67.48,0,23,1,2025-03,Cloud issue affecting AWS in North America; priority P4; root cause: Node pressure; team CloudOps
INC001511,2025-03-06 04:50:06,2025-03-06 12:35:09.741611178,Closed,P2,Access,SSO,IAM Operations,Europe,Finance,Permission mismatch,3,18,0,39,0.0,8,8,7.75,7.75,0,4,0,2025-03,Access issue affecting SSO in Europe; priority P2; root cause: Permission mismatch; team IAM Operations
INC001512,2026-02-22 02:07:50,2026-02-22 20:08:27.282841632,Closed,P3,Access,VPN Access,Service Desk,North America,Operations,Permission mismatch,1,25,0,24,2.16,4,24,18.01,18.01,0,2,1,2026-02,Access issue affecting VPN Access in North America; priority P3; root cause: Permission mismatch; team Service Desk
INC001513,2026-02-08 10:11:36,2026-02-10 18:01:47.340819059,Closed,P4,Network,VPN,Infra Operations,Europe,HR,Capacity saturation,1,31,0,8,3.64,0,72,55.84,55.84,0,10,1,2026-02,Network issue affecting VPN in Europe; priority P4; root cause: Capacity saturation; team Infra Operations
INC001514,2025-06-10 16:20:56,2025-06-11 09:24:35.237474983,Closed,P3,Database,Oracle,DBA,APAC,Finance,Connection pool exhaustion,1,17,0,19,2.37,4,24,17.06,17.06,0,16,0,2025-06,Database issue affecting Oracle in APAC; priority P3; root cause: Connection pool exhaustion; team DBA
INC001515,2026-02-13 06:19:12,2026-02-13 12:10:41.733848324,Closed,P1,Security,Endpoint,IAM Operations,North America,Support,Policy misconfiguration,9,36,0,35,0.23,8,4,5.86,5.86,1,6,0,2026-02,Security issue affecting Endpoint in North America; priority P1; root cause: Policy misconfiguration; team IAM Operations
INC001516,2025-01-30 22:01:29,2025-02-01 01:44:46.082260431,Closed,P3,Cloud,AWS,Platform Engineering,North America,Engineering,Misconfigured deployment,2,20,0,18,2.28,7,24,27.72,27.72,1,22,0,2025-01,Cloud issue affecting AWS in North America; priority P3; root cause: Misconfigured deployment; team Platform Engineering
INC001517,2026-02-06 20:21:41,2026-02-07 02:39:37.152782030,Closed,P2,Network,SD-WAN,NetOps,APAC,Sales,Firewall rule error,6,28,0,32,0.12,6,8,6.3,6.3,0,20,0,2026-02,Network issue affecting SD-WAN in APAC; priority P2; root cause: Firewall rule error; team NetOps
INC001518,2025-10-27 13:11:16,2025-10-29 20:50:20.088831311,Closed,P4,Access,VPN Access,IAM Operations,North America,HR,SSO token issue,0,1,0,3,5.94,3,72,55.65,55.65,0,13,0,2025-10,Access issue affecting VPN Access in North America; priority P4; root cause: SSO token issue; team IAM Operations
INC001519,2025-12-06 08:48:59,2025-12-06 21:58:01.273365586,Closed,P3,Security,IAM,IAM Operations,Europe,HR,Policy misconfiguration,3,55,0,26,2.02,9,24,13.15,13.15,0,8,1,2025-12,Security issue affecting IAM in Europe; priority P3; root cause: Policy misconfiguration; team IAM Operations
INC001520,2026-01-02 19:00:57,,Open,P4,Application,Middleware,ERP Support,LATAM,Finance,Cache inconsistency,1,28,0,10,1.79,4,72,1708.98,,1,19,0,2026-01,Application issue affecting Middleware in LATAM; priority P4; root cause: Cache inconsistency; team ERP Support
INC001521,2025-12-12 05:01:06,,Open,P3,Application,Middleware,App Support,North America,HR,Release defect,0,30,0,11,2.69,6,24,2226.98,,1,5,0,2025-12,Application issue affecting Middleware in North America; priority P3; root cause: Release defect; team App Support
